"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33","TestSort()","","Mon Feb 24 09:42:02 EET 2025","failed","Mon Feb 24 09:42:02 EET 2025","","TestStringSort","TestStringSort","TestSort"
